Start,End,Open,High,Low,Close,Volume,Market Cap
2017-03-28,2017-03-29,49.7104,50.9563,49.1451,50.7177,116282402.78745645,4527179382.097752
2017-03-27,2017-03-28,50.5216,52.4609,48.9298,49.5942,120948809.02777778,4678775493.492157
2017-03-26,2017-03-27,51.25,51.8029,49.2839,50.3421,149130906.25,4525864996.183236
2017-03-25,2017-03-26,53.1075,53.5759,48.3117,51.1639,307740659.7222222,4607811788.50126
2017-03-24,2017-03-25,43.6784,54.1448,43.2057,52.7926,164960334.84320557,4184321290.7954307
2017-03-23,2017-03-24,42.3421,44.7548,41.3025,43.8057,99793212.15277778,3825384554.414393
2017-03-22,2017-03-23,43.1451,43.5187,39.6878,42.2579,98118738.54166667,3771672451.3354006
2017-03-21,2017-03-22,43.3902,44.2623,42.3707,43.1662,121683463.06620209,3932448562.016763
2017-03-20,2017-03-21,44.7401,46.2289,42.4447,43.1241,196496410.52631578,4026566039.375752
2017-03-19,2017-03-20,34.1602,46.996,34.1602,44.343,273082395.8333333,3786637409.989589
2017-03-18,2017-03-19,46.828,46.8742,31.7021,33.0095,331299496.5277778,3626813908.644754
